Time [h];Ambient Temperature Memprechtshofen 2022 [°C];Daily water temperature of Rhine River at Iffezheim 2022 [°C];FWN-NEU: Vorlauftemperatur [°C];FWN-NEU: Rücklauftemperatur [°C];Heat Demand in [MWh]
505;0.5;5.2;96.13176838;55.16304298;9.931721633
506;1.5;5.2;97.5897432;55.43522904;13.99457191
507;1.9;5.2;98.71188613;55.73795926;15.36566808
508;2;5.2;99.18154543;56.04068947;15.13893357
509;2.4;5.2;98.31165358;56.33332892;15.40469635
510;2.7;5.2;98.21515211;56.19297108;16.25571146
511;2;5.2;98.48747318;55.82246904;14.4426205
512;1.9;5.2;98.00350159;55.451967;14.85956959
513;2;5.2;96.68355905;55.08146496;14.60507977
514;2.4;5.2;95.36309865;54.71819015;13.88489647
515;2.3;5.2;94.04263826;54.45551759;12.44557535
516;2.6;5.2;93.0310346;54.22512452;12.95011191
517;2.9;5.2;93.18796794;53.99473146;15.64671266
518;2.8;5.2;93.74871751;53.88688739;13.3450679
519;3;5.2;94.11694884;53.93990307;16.31231386
520;2.7;5.2;95.60842801;53.99363939;13.28249908
521;2.1;5.2;95.5612749;54.0473757;15.22872228
522;2.4;5.2;93.47662838;54.10111202;13.34987858
523;2.3;5.2;93.02147808;54.15484833;12.37650962
524;2.2;5.2;92.56652757;54.20858465;15.26814805
525;3.1;5.2;92.49794948;54.26232096;16.00332438
526;3.5;5.2;92.78197166;54.39825899;13.65264543
527;3.7;5.2;93.07477616;54.64197539;14.18359936
528;3.5;5.2;93.51612893;54.88617072;15.89113938
529;3.3;5.4;93.88822474;55.15737338;13.74208018
530;3.1;5.4;94.98460295;55.46957364;13.00552278
531;3;5.4;96.66579913;55.7821997;13.66524401
532;2.9;5.4;98.19647238;56.09482576;15.70135695
533;2.9;5.4;96.58996995;56.39126027;13.92882793
534;2.8;5.4;96.96934846;56.52929753;14.16922024
535;2.7;5.4;97.97541955;56.62715476;12.71839154
536;2.7;5.4;97.69390404;56.37978831;13.72339531
537;2.6;5.4;96.19203072;55.77631339;13.98350946
538;2.9;5.4;94.86096328;55.17281711;16.40697282
539;3.1;5.4;93.57288492;54.73237838;16.65202022
540;3.3;5.4;92.28480657;54.60689496;16.33321544
541;3.7;5.4;91.17064827;54.48935465;15.73954533
542;4;5.4;90.78473952;54.37181434;17.51765603
543;3.9;5.4;90.50823989;54.25427404;15.55656788
544;3.7;5.4;90.54361331;54.13987872;14.30923301
545;3.6;5.4;90.66411662;54.16949476;14.17663539
546;3.6;5.4;90.78461994;54.27726564;14.14374235
547;3.7;5.4;91.07215323;54.38503652;13.84504143
548;3.8;5.4;91.6258308;54.49280741;14.93276343
549;3.8;5.4;92.18293449;54.60057829;16.96512517
550;3.8;5.4;92.74003818;54.70834917;15.91746087
551;3.9;5.4;93.29714187;54.81612005;16.0923023
552;3.8;5.4;93.85424556;54.92590146;16.33838831
553;3.8;5.5;94.41134924;55.10884897;16.45575185
554;3.9;5.5;95.05290487;55.3285619;14.27805673
555;3.8;5.5;96.35818668;55.54218173;16.46643542
556;3.8;5.5;97.57851705;55.47285444;17.10319659
557;3.8;5.5;98.16994382;55.28342353;16.60075476
558;3.8;5.5;97.96938939;55.38457077;16.64117963
559;3.7;5.5;96.8995031;55.1851169;15.40814668
560;3.6;5.5;96.20827194;54.64452488;15.92024332
561;3.9;5.5;94.72489662;54.1822695;17.73548503
562;4.1;5.5;94.67121443;54.39262569;15.05274955
563;4.3;5.5;94.54931303;54.75736647;16.63326346
564;4.8;5.5;93.9163548;55.12210725;18.12783597
565;4.8;5.5;93.26666373;55.48684803;15.78761151
566;4.8;5.5;92.22158576;55.78020757;16.47642612
567;4.8;5.5;90.87976096;55.62297571;18.30496945
568;4.6;5.5;90.91150187;55.3868011;15.77071504
569;4.2;5.5;90.84970024;55.15062648;15.44785456
570;4.1;5.5;90.74789386;54.91445187;15.30692179
571;3.9;5.5;90.64682603;54.67827725;16.5808675
572;4.1;5.5;90.80082546;54.44210264;17.24901639
573;4;5.5;91.15992324;54.20636872;15.13155219
574;3.8;5.5;91.51902102;54.24902607;14.88433439
575;3.3;5.5;91.8781188;54.52874924;16.94323617
576;2.8;5.5;92.23721658;54.80847241;12.81389322
577;2.4;5.4;92.68453782;55.08819558;13.81073765
578;2.2;5.4;94.04732609;55.36791875;15.83847047
579;2.1;5.4;95.65246635;55.62877892;14.90560253
580;2.1;5.4;97.05595773;55.75218012;14.23929802
581;2;5.4;97.72244238;55.84808392;14.86605731
582;1.8;5.4;98.31990898;55.94070553;12.0927388
583;1.9;5.4;97.95228956;55.91791601;15.06477247
584;2;5.4;96.66181913;55.83784426;15.07863471
585;2;5.4;93.37708788;55.7577725;15.00354382
586;2;5.4;92.61663091;55.67770075;12.92210733
587;2;5.4;92.80796156;55.597629;13.66198186
588;2;5.4;92.21790954;55.51755725;14.92659691
589;2;5.4;93.88143409;55.43182513;14.76213263
590;1.7;5.4;92.14201365;55.28241068;12.39795088
591;1.6;5.4;90.60077492;55.11516268;14.25953592
592;1.3;5.4;89.83315074;54.94791468;14.69835234
593;1.2;5.4;89.43337052;54.77749485;10.83138548
594;1.2;5.4;88.44306295;54.57601671;10.77648984
595;1.1;5.4;89.67770957;54.36665465;14.2425073
596;1;5.4;90.9987334;54.15729259;10.56788332
597;0.9;5.4;91.19253111;54.06932473;10.22585663
598;0.9;5.4;90.87666154;54.3923106;12.85403485
599;0.7;5.4;91.42733468;54.74899988;11.21801879
600;0.7;5.4;91.97800782;55.10568916;12.35394982
601;0.6;5.4;92.53115836;55.46237843;10.57248851
602;0.6;5.4;93.81870959;55.81906771;13.43530928
603;0.5;5.4;95.68652433;56.17575699;11.49495025
604;0.5;5.4;97.55433908;56.53244627;10.21532222
605;0.5;5.4;99.10362091;56.71143638;10.99023151
606;0.3;5.4;99.39756003;56.29303544;10.29251909
607;0.2;5.4;99.55416811;55.8261655;11.13618093
608;0.2;5.4;97.73201131;55.35929556;10.28587185
609;0.1;5.4;94.95652268;54.89757409;9.27345369
610;0.2;5.4;93.86900149;54.775783;12.35975535
611;0.4;5.4;94.07257249;54.85886436;9.717622817
612;0.2;5.4;94.28080307;54.94194572;10.92866348
613;0.2;5.4;94.48759888;55.02502708;12.7224043
614;-0.2;5.4;94.00670319;55.10810845;10.72744653
615;-0.5;5.4;93.35012315;55.19118981;10.22700851
616;-0.8;5.4;93.33640416;55.27427117;9.214767204
617;-0.8;5.4;93.82349833;55.35730472;11.29060825
618;-0.6;5.4;94.30700034;55.43732867;10.14689106
619;-0.5;5.4;94.79050236;55.51556148;9.898199163
620;-0.4;5.4;95.27400437;55.5937943;9.688435089
621;-0.3;5.4;95.75614025;55.67202711;10.7514939
622;0;5.4;95.61354808;55.75025992;10.65511562
623;-0.2;5.4;95.19927496;55.82718148;12.35583794
624;0;5.4;95.75127479;55.8273552;12.93287731
625;0.3;5.1;96.83032465;55.78274483;10.71536325
626;0.2;5.1;97.93125044;55.73813445;13.30628362
627;0;5.1;99.29691414;55.69352408;11.51139497
628;0;5.1;98.81024583;55.6489137;10.01148918
629;0.2;5.1;99.18895938;55.60430332;11.00398223
630;0.4;5.1;97.84591613;55.5553474;13.16838301
631;0.5;5.1;96.49076322;55.22381438;9.837543229
632;0.6;5.1;95.14570413;54.7226509;12.19249642
633;0.2;5.1;93.86153214;54.23656033;12.73260123
634;0.4;5.1;92.75983446;54.07541235;11.73633846
635;0.7;5.1;93.36858741;54.04593562;12.60545073
636;1.1;5.1;92.99933661;54.01645888;14.31274129
637;0.7;5.1;92.86678492;53.98698215;12.80131918
638;1;5.1;93.64702765;53.95750541;14.06439871
639;1.1;5.1;93.09148841;53.92802868;11.45407333
640;1.6;5.1;92.34395822;53.89855194;13.01798727
641;1.6;5.1;91.68399739;53.87750045;13.64831835
642;2.1;5.1;92.1350899;53.99088071;14.55907387
643;2.1;5.1;92.4292706;54.15094113;11.85894703
644;2.3;5.1;91.76296571;54.31100156;13.98902585
645;2;5.1;91.14660741;54.47106198;12.12276373
646;2.5;5.1;91.14564877;54.6311224;15.21492985
647;2.8;5.1;90.94303757;54.78648401;15.00393404
648;3.2;5.1;90.97186945;54.77842154;14.52641629
649;2.6;5;91.74854752;54.68956892;13.43259667
650;2.8;5;93.25389086;54.60071629;13.63208805
651;2.5;5;94.27278639;54.51186367;16.10612042
652;2.7;5;93.67284393;54.42301105;13.63530377
653;2.4;5;93.0063526;54.33394091;15.20860652
654;2.5;5;92.39850373;54.08783083;12.75919695
655;2.3;5;91.79065486;53.97277283;12.91838392
656;2.3;5;91.18280598;53.96297927;15.74337615
657;2.2;5;89.85543289;53.9531857;13.36513187
658;2.8;5;88.3642148;53.94339213;16.26968199
659;2.9;5;88.73602225;53.93359856;15.4126024
660;2.7;5;89.21371896;53.923805;14.0464133
661;3.2;5;89.69141567;53.91401143;13.56387892
662;3.2;5;90.16911238;53.90580861;16.38456271
663;3.4;5;90.64629758;53.92356861;17.15689185
664;3.4;5;90.92861335;53.95045764;15.35629121
665;2.5;5;91.05257169;53.97734666;12.24283052
666;2.1;5;91.17384332;54.00423569;15.28863221
667;2.2;5;91.18837442;54.03112471;13.3210381
668;1.9;5;91.14760736;54.1004887;13.64578948
669;1.8;5;91.10684175;54.44503845;14.59555352
670;1.8;5;91.16878577;54.83901749;12.9960886
671;1.6;5;91.33190334;55.23299652;11.35058192
672;1.1;5;91.48846412;55.57133923;12.67111841
673;0.8;4.9;91.47018252;55.42800411;12.32388257
674;1;4.9;91.37401077;55.17337881;12.71361011
675;1.2;4.9;91.27783902;54.9187535;13.06467999
676;1.4;4.9;91.18166727;54.6641282;12.45124233
677;1.6;4.9;91.08549552;54.4095029;12.72355398
678;2.2;4.9;90.98932377;54.16185009;12.52058692
679;2.6;4.9;90.56184837;54.48661957;12.69475949
680;2.4;4.9;89.51407938;54.86211575;14.72631353
681;2.5;4.9;88.45206982;54.33925252;12.92033525
682;2.6;4.9;87.4275613;53.84799766;13.11085351
683;3.1;4.9;87.39284182;53.80200467;15.75130496
684;4;4.9;88.37272565;53.81835135;17.7409819
685;4.9;4.9;89.17536033;53.83469803;16.20847496
686;5.6;4.9;90.83523515;53.85104471;17.77969302
687;5.7;4.9;92.31476964;53.90415516;20.04690179
688;5.3;4.9;91.76830225;54.04385605;17.13757432
689;4.9;4.9;91.07907477;54.18718531;18.68639573
690;5.1;4.9;90.6190303;54.33051457;18.79783085
691;5.8;4.9;90.65976209;54.47384382;20.26398577
692;5.8;4.9;90.81606796;54.61717308;17.92718341
693;5.6;4.9;90.91878821;54.76050234;20.04721675
694;6.3;4.9;90.67942294;54.9038316;17.27775479
695;6.8;4.9;90.41388894;54.9766361;18.00218588
696;6.2;4.9;90.14835494;54.9245944;17.08978002
697;5;5;90.11287482;54.80474962;17.08228376
698;3.9;5;90.42751619;54.66173013;16.55328518
699;4.1;5;90.73005855;54.51871064;16.36777719
700;3.6;5;90.84000098;54.38241662;17.20238485
701;3.9;5;90.89301159;54.26304072;16.40735287
702;3.6;5;90.94602221;54.14448171;14.1254493
703;3.8;5;90.99903282;54.0259227;15.41658372
704;3.7;5;91.05204343;53.91984581;15.96571183
705;3.5;5;91.0509411;53.84075984;13.52242102
706;3.7;5;90.58807035;53.76259793;15.72371431
707;3.9;5;89.93240376;53.68443602;15.43074868
708;4;5;90.12506113;53.6062741;15.26495633
709;3.9;5;90.18991375;53.52811219;15.79018727
710;4.1;5;90.30076554;53.44995028;16.54246166
711;4;5;90.41854054;53.37178837;15.19009159
712;4;5;90.53631554;53.34081701;16.59400968
713;3.5;5;90.65409054;53.41178309;15.13840375
714;3.4;5;90.72916067;53.54595197;16.50777874
715;3.1;5;90.73045782;53.8612679;16.53318406
716;3.1;5;90.73045782;54.18901589;14.11287646
717;2.7;5;90.73045782;54.51676388;13.29240669
718;2.5;5;90.73045782;54.84451187;15.23900249
719;2.2;5;90.73045782;55.17225986;14.69078478
720;2;5;90.72355966;55.50000785;13.92407856
721;1.9;5.1;90.68340273;55.82775583;14.01100946
722;1.8;5.1;90.63886759;56.02604765;14.34229272
723;1.5;5.1;90.59433245;55.84642517;12.477733
724;1.1;5.1;90.67985794;55.64253669;12.70686495
725;0.7;5.1;90.94068815;55.43864822;10.43116473
726;0.5;5.1;91.20246146;55.23475974;11.63242618
727;0.9;5.1;91.46423477;55.03934549;13.44225901
728;1.4;5.1;91.72600809;54.89041526;12.02415703
729;1.7;5.1;91.60550325;54.74854827;14.96961695
730;0.1;5.1;91.06181111;54.60668128;12.56263915
731;0.3;5.1;91.31187524;54.4648143;11.57594568
732;0.6;5.1;93.37614571;54.32294731;12.83537705
733;0.2;5.1;93.27338214;54.18108032;12.86056317
734;0.3;5.1;92.76398581;54.03921333;12.18155303
735;1.1;5.1;91.65199635;53.92040852;13.6848369
736;1.9;5.1;90.14729384;53.92261416;15.08454894
737;1.1;5.1;87.85149376;53.94234718;10.85792066
738;1;5.1;88.92463689;53.9620802;10.46176023
739;0.5;5.1;84.97562949;53.98181322;13.27856553
740;0.5;5.1;88.37849217;54.00154623;13.15255579
741;0.5;5.1;89.91540528;54.02127925;12.93808353
742;0.5;5.1;89.70952372;54.04101227;10.24201566
743;0.4;5.1;91.00550828;54.07827605;10.07549923
744;0.4;5.1;92.26381944;54.18442347;11.26360681
745;0.2;5.2;92.33445328;54.297581;10.28566861
746;0;5.2;92.45862862;54.41073854;10.90893722
747;0;5.2;93.72755808;54.52389607;11.82666666
748;0;5.2;94.02308168;54.63705361;12.80276688
749;0;5.2;94.1715094;54.75021114;10.28398337
750;0;5.2;94.23163458;54.84965963;12.13525211
751;0.1;5.2;94.02540047;54.7947183;9.77582494
752;-0.1;5.2;93.24636674;54.69651224;10.52991281
753;0.2;5.2;89.85347315;54.59830618;11.79628098
754;0.6;5.2;89.93900794;54.50010012;12.0070129
755;1;5.2;91.26457471;54.40189407;10.43003812
756;1.6;5.2;92.32999997;54.30133181;12.28945184
757;2;5.2;93.23419343;54.17803605;11.93617277
758;2.6;5.2;94.10774306;54.04903226;13.59293804
759;0.7;5.2;93.29445256;53.92002848;11.2186712
760;1.2;5.2;91.95808915;53.79102469;12.47466897
761;1.8;5.2;91.00757554;53.66202091;13.02932954
762;1;5.2;89.92218428;53.53301713;13.71569041
763;0.9;5.2;88.4520871;53.40401334;12.22992568
764;2.6;5.2;88.49817277;53.35621743;13.38876158
765;3.8;5.2;89.02479031;53.76771114;14.76393227
766;4;5.2;89.55140785;54.25127524;14.41160088
767;3.8;5.2;90.25190341;54.73483935;15.93832769
768;3.8;5.2;91.632982;55.21840346;16.68550302
769;3.8;5.3;93.08295789;55.49587675;14.58686304
770;4;5.3;94.53590157;55.55664285;17.86411913
771;4.2;5.3;96.00454104;55.45508311;16.73860135
772;4.1;5.3;94.50759324;55.24589783;17.20330478
773;4;5.3;92.28404121;55.03537134;15.43067258
774;3.1;5.3;92.84782162;54.81660969;16.78047205
775;3.2;5.3;93.03168438;54.52649466;14.35523054
776;3;5.3;91.95765902;54.13328813;13.20281106
777;3.3;5.3;91.1949847;53.73915431;16.12503466
778;3.5;5.3;91.1023788;53.41296541;17.37169826
779;4.2;5.3;91.51820969;53.4554422;16.47056438
780;5;5.3;92.31872531;53.55329103;18.82517475
781;4.2;5.3;92.6770983;53.65113986;18.09634182
782;4.7;5.3;92.83490939;53.74898869;18.42622389
783;4.1;5.3;92.25722813;53.84683752;18.0808487
784;3.9;5.3;91.77734107;53.94468635;17.97409471
785;3.4;5.3;91.42737246;54.04253518;15.01895076
786;2.9;5.3;90.69693159;54.14934902;13.35034182
787;2.8;5.3;90.75764529;54.30256272;13.39422472
788;2.1;5.3;89.87839103;54.46239634;13.86553324
789;2.1;5.3;89.35222706;54.62222997;12.58057283
790;1.9;5.3;88.99439521;54.78206359;14.33930858
791;0.8;5.3;88.63656336;54.94189721;13.18562556
792;1.1;5.3;88.88690466;55.10173083;12.41870693
793;0.7;5.7;90.64222505;55.26156445;12.95891947
794;0.5;5.7;92.46076209;55.29706762;10.93418495
795;-0.1;5.7;94.16808107;55.18636726;9.373170839
796;0;5.7;95.83672277;55.07543154;10.39187354
797;0.5;5.7;95.8306609;54.96449582;12.38425397
798;1.2;5.7;94.37062383;54.8535601;13.7454321
799;1.4;5.7;93.69823676;54.74262438;12.06494921
800;2.2;5.7;92.48418685;54.60530852;13.68975274
801;2.8;5.7;89.86470093;54.43828896;13.10160709
802;3.3;5.7;87.99100661;54.27124363;14.01920916
803;3.9;5.7;86.70535018;54.1041983;16.94136413
804;5;5.7;86.62283146;53.93715297;16.22830376
805;6.4;5.7;86.57640642;53.77010764;17.87734993
806;6.4;5.7;86.66072898;53.6030623;20.81523709
807;6.4;5.7;86.86935696;53.43602088;20.46368677
808;6.3;5.7;87.07798494;53.28560288;20.5702867
809;6;5.7;87.28661292;53.15081641;18.72488667
810;5.9;5.7;87.49370764;53.01964252;17.95013036
811;6;5.7;87.0615467;53.2109996;19.18044238
812;5.6;5.7;86.92616998;53.61136258;17.36403432
813;5.6;5.7;86.97708963;54.01172556;16.30320357
814;5.6;5.7;87.05692538;54.41208854;19.16583251
815;5.8;5.7;87.66916221;54.81245153;18.73818193
816;5.7;5.7;88.49084622;55.21281451;17.3553076
817;5.9;6.1;89.38628031;55.61317749;20.23474504
818;5.4;6.1;91.10262112;56.00100486;16.68292225
819;4.8;6.1;93.05352596;56.0095335;16.79470938
820;4.6;6.1;94.79114264;55.84018302;17.49483046
821;4.6;6.1;94.93165746;55.67083255;18.16827707
822;4.5;6.1;93.72476334;55.50148207;15.24753663
823;4.4;6.1;94.02135878;55.33213159;17.62481386
824;4.3;6.1;93.73766495;55.17248249;15.48173329
825;4.5;6.1;92.02500629;55.02685145;18.43373306
826;4.9;6.1;90.25229304;54.88133421;17.8581778
827;5.6;6.1;88.4795798;54.73581697;18.33012403
828;5.9;6.1;87.32174255;54.5943795;17.30704289
829;6.2;6.1;87.52640872;54.50496559;18.65856151
830;6.7;6.1;87.78061052;54.43136602;21.10390094
831;7.1;6.1;88.03481231;54.35776645;19.83587774
832;6.5;6.1;88.28901411;54.28416688;18.63883342
833;6.2;6.1;88.5432159;54.21056731;19.64635142
834;5.8;6.1;88.87549118;54.13696774;16.94628821
835;5.3;6.1;89.89540849;54.06336817;18.73685924
836;5.1;6.1;90.49818165;54.02301019;18.35438923
837;5.6;6.1;90.55037952;54.33470653;18.78917606
838;5.8;6.1;90.65761023;54.74095887;17.49395401
839;6.1;6.1;91.05698425;55.14721121;18.97572335
840;3.5;6.1;91.49921347;55.55346355;16.13411564
841;2.5;6.1;91.84044013;55.73361912;16.16612391
842;2.1;6.1;91.86367176;55.63661369;15.15015546
843;2;6.1;91.95368911;55.53890712;15.10485607
844;1.5;6.1;92.20994138;55.44120054;11.46772802
845;1.7;6.1;92.39488974;55.34349397;13.07367257
846;1.1;6.1;92.06152483;55.24578739;13.24952409
847;1.3;6.1;91.62924284;55.14808082;12.88213879
848;1.7;6.1;91.19696086;55.07314774;14.71064793
849;2.3;6.1;90.76467888;55.05429407;12.65999002
850;3.1;6.1;90.33239689;55.01320943;16.33669507
851;3.9;6.1;89.83302201;54.66943908;14.02039623
852;4.2;6.1;89.18198667;54.24449698;16.17737777
853;4.5;6.1;88.65534702;54.14950162;16.79512334
854;4.9;6.1;88.57174697;54.22582994;16.65255815
855;5.1;6.1;88.52478046;54.30215826;18.11331443
856;4.7;6.1;88.76123311;54.37848658;17.26098917
857;3.9;6.1;89.41667681;54.45523662;17.67407231
858;3.6;6.1;89.92842467;54.66223032;16.21785363
859;3.3;6.1;90.90695654;54.97263114;17.07660531
860;2.7;6.1;92.10736562;55.28303196;15.25351552
861;2.6;6.1;91.24992806;55.52353343;15.97447205
862;3.1;6.1;91.44345742;55.66669188;15.4704712
863;3.1;6.1;91.88243819;55.80920805;14.95481896
864;3.1;6.1;92.32141896;55.95172423;13.20505408
865;3.3;6;92.76039972;56.0942404;16.12636707
866;3.3;6;93.18405031;56.23675657;16.6900617
867;3;6;93.55608979;56.37927275;16.73682677
868;3.5;6;93.80854252;56.52178892;16.28698873
869;3.9;6;93.72173143;56.41315587;15.22459675
870;4.1;6;93.51780635;56.01154276;16.72651014
871;4.6;6;93.44020044;55.60950304;16.77412159
872;4.2;6;92.83339334;55.20746332;16.55555562
873;4.6;6;92.35752694;54.8054236;15.01230045
874;5.1;6;91.79770445;54.40338387;18.62465117
875;5.6;6;90.80257189;54.07783324;19.92869794
876;6.1;6;89.90036964;54.02295656;19.25066077
877;6.2;6;89.52044697;53.99181851;17.26887527
878;5.2;6;89.22194092;53.96068046;18.76589218
879;5.3;6;88.96047945;53.92954241;18.55618921
880;5.1;6;88.94056136;53.89840436;17.76009092
881;4.6;6;88.96429372;53.88483035;16.82056727
882;5;6;88.56643063;54.06222247;19.05543192
883;4.8;6;88.18655114;54.2918537;17.03444607
884;4.9;6;89.09220963;54.52148493;17.05534055
885;4.6;6;89.93794184;54.75111616;17.49287568
886;4.4;6;90.54176284;54.98074739;14.92136283
887;4.1;6;91.45850395;55.21037862;18.14759034
888;3.9;6;92.64148526;55.44000985;14.14704011
889;3.7;6;93.78508577;55.62060989;14.70935667
890;3.4;6;94.86514255;55.54816656;13.55929154
891;2.3;6;95.82439441;55.43972396;12.07236292
892;1;6;95.25367552;55.28272767;10.42510152
893;0.7;6;94.42741314;55.08010459;11.71619793
894;0.9;6;93.61061361;54.87748151;10.42444921
895;1.1;6;92.69976162;54.67485843;13.07640883
896;1.3;6;90.58418482;54.47642414;11.46709957
897;0.4;6;90.68582009;54.42405513;13.46719139
898;0.9;6;89.95311957;54.4439633;10.60084847
899;2.2;6;89.09390598;54.46387147;14.16812422
900;3.4;6;88.23469239;54.48377965;17.20143449
901;4.6;6;87.69978708;54.50368782;17.73879249
902;4.2;6;88.50417132;54.52359599;18.36936765
903;4.5;6;89.4259339;54.54350416;17.01796416
904;3.5;6;89.52910735;54.55766462;14.82082186
905;1.9;6;89.5826692;54.50059945;12.81053463
906;2.2;6;89.78598422;54.4222738;12.6147154
907;2.4;6;89.69363553;54.34394816;12.24902372
908;2.1;6;89.06193111;54.26562252;15.69316968
909;2.4;6;86.9383052;54.18729688;13.55748368
910;2.1;6;81.12408878;54.10897124;14.66588498
911;1.7;6;85.3853171;54.0306456;12.13112479
912;2.2;6;90.89858188;53.98694984;13.02613873
913;2.3;5.8;93.59914949;54.33538903;12.78458091
914;2.1;5.8;94.1696316;54.79412398;13.7698056
915;1.2;5.8;92.41992173;55.25285893;13.32620437
916;1;5.8;92.14729641;55.71159388;11.05597685
917;1.2;5.8;90.38852891;55.71387287;11.7291715
918;1.8;5.8;90.55959101;55.11803777;14.24412407
919;2.4;5.8;90.73065311;54.72871492;13.95859255
920;1.8;5.8;90.86707101;54.71585834;13.32662906
921;2.6;5.8;90.62387391;54.71062168;13.92776697
922;3;5.8;90.27627234;54.70538502;15.21135865
923;3.6;5.8;89.92867077;54.70014836;17.59765744
924;4.7;5.8;89.5810692;54.6949117;16.78815696
925;5.2;5.8;89.64910225;54.68967503;18.39433842
926;5.5;5.8;90.8882596;54.68129706;16.17117301
927;5.8;5.8;92.04055609;54.64044402;18.11288154
928;5.9;5.8;92.43644892;54.59101666;19.99851564
929;5.8;5.8;92.73315348;54.54158931;18.14269172
930;5.5;5.8;91.13691505;54.49216195;16.55700465
931;5.5;5.8;89.30501831;54.4427346;18.43857021
932;5.4;5.8;89.43860963;54.39330724;16.79258912
933;5.6;5.8;89.61343568;54.34387989;19.14361419
